id,url,title,price,price_numeric,location,listing_area_m2,listing_zone,listing_type,cost_per_sqm,lat,lng,road_distance_m,road_type,slope_pct,slope_class,district,municipality,parcel_number,sheet,plan,block,parcel_area_m2,planning_zone,planning_zone_desc,substation_el,substation_en,substation_id,hosting_capacity_mw,res_total_mw,available_capacity_mw
6251045,https://www.bazaraki.com/adv/6251045_share-residential-plot-325-m2/?p=65,Residential Plot 325 m²,€125.000,125000,"Limassol, Episkopi Lemesou",325,,Residential,384.62,34.67472215776567,32.8938988134089,21,residential,4.5,flat,LEMESOS,"KOURIO, EPISKOPI",181,53,60,0,654,Η2β,ΚΑΤΟΙΚΙΑ,ΕΠΙΣΚΟΠΗ,EPISKOPI,EPSK,18.35,13.845218,4.504782
6249779,https://www.bazaraki.com/adv/6249779_residential-plot-368-m2/?p=78,Residential Plot 368 m²,€110.000,110000,"Larnaca, Pyla",368,,Residential,298.91,35.00737685586977,33.67336284593751,,,14.8,moderate,LARNAKA,PYLA,306,41,10,0,9178,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΠΥΛΑ  ,PYLA-GIS 132kV,PYLA,43.35,38.44939,4.90061
5897765,https://www.bazaraki.com/adv/5897765_residential-land-5352-m2/?p=107,Residential land 5352 m²,€735.000,735000,"Limassol, Moni",5352,40%,Residential,137.33,34.73823,33.202007,0,tertiary,9.9,moderate,LEMESOS,MONI,148,54,5128V01,1,359,Η1,ΚΑΤΟΙΚΙΑ,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
5928722,https://www.bazaraki.com/adv/5928722_residential-land-5353-m2/?p=32,Residential land 5353 m²,€650.000,650000,"Limassol, Pera Pedi",5353,H4,Residential,121.43,34.86055532994256,32.86926835980285,12,residential,4.5,flat,LEMESOS,PERA PEDI,802,47,28,0,1276,Η4,ΚΑΤΟΙΚΙΑ,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
6306301,https://www.bazaraki.com/adv/6306301_residential-field-6439-m2/?p=27,Residential Field 6439 m²,€3.900.000,3900000,"Limassol, Agios Tychon",6439,,Residential,605.68,34.7261374569827,33.13692961994225,29,residential,19.3,steep,LEMESOS,AGIOS TYCHON,693,0,2-212-344,7,600,Η2,ΚΑΤΟΙΚΙΑ,ΑΜΑΘΟΥΣ,AMATHUS,AMAT,45.57,5.194365,40.375635
5976286,https://www.bazaraki.com/adv/5976286_residential-land-2000-m2/?p=22,Residential land 2000 m²,€1.200.000,1200000,"Limassol, Agios Tychon Tourist Area",2000,,Residential,600.0,34.7254695,33.1409761,23,tertiary,8.1,moderate,LEMESOS,AGIOS TYCHON,111,0,1-2125-3435,1,273,Η2,ΚΑΤΟΙΚΙΑ,ΑΜΑΘΟΥΣ,AMATHUS,AMAT,45.57,5.194365,40.375635
4139688,https://www.bazaraki.com/adv/4139688_residential-land-2249-m2/?p=93,Residential land 2249 m²,€230.000,230000,"Limassol, Pissouri",2249,,Residential,102.27,34.66643394112374,32.67103850090677,,,20.7,steep,LEMESOS,PISSOURI,122,57,04,0,38651,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΠΙΣΣΟΥΡΙ,PISSOURI,PISS,23.193115,23.193115,0
6029239,https://www.bazaraki.com/adv/6029239_residential-land-679-m2/?p=5,Residential land 679 m²,€189.000,189000,"Nicosia, Lakatameia - Agios Nikolaos",679,,Residential,278.35,35.1031467051618,33.30456993735785,5,secondary,2.2,flat,LEFKOSIA,"LAKATAMEIA, LAKATAMEIA",152,30,20E1,4,3737,Κα5,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6291239,https://www.bazaraki.com/adv/6291239_residential-plot-264-m2/?p=42,Residential Plot 264 m²,€90.000,90000,"Nicosia, Nicosia - Kaimakli",264,Κα3,Residential,340.91,35.1830306,33.3840707,27,residential,2.2,flat,LEFKOSIA,"LEFKOSIA, LEFKOSIA",1151,21,390504,13,278,Κα3,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΠΑΠΑΚΩΣΤΑΣ,PAPACOSTAS,PAPA,69.28,13.902849,55.377151
5657219,https://www.bazaraki.com/adv/5657219_residential-land-543-m2/?p=2,Residential Plot 543 m²,€63.000,63000,"Larnaca, Mosfiloti",543,H4,Residential,116.02,34.94864613737687,33.43264190219907,27,residential,14.3,moderate,LARNAKA,MOSFILOTI,61,0,2-239-368,3,525,Η4,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΛΑΜΠΡΑ,ALAMBRA,ALAM,52.664205,52.664205,0
5873466,https://www.bazaraki.com/adv/5873466_share-residential-land-1273-m2/?p=35,Residential Plot 1273 m²,€130.000,130000,"Paphos, Pegeia",1273,,Residential,102.12,34.85548504843008,32.3701848462224,29,residential,5.4,moderate,PAFOS,"AKAMAS, PEGEIA",120,0,2-142-358,6,568,Τ1γ2,ΤΟΥΡΙΣΤΙΚΕΣ ΖΩΝΕΣ,ΔΡΟΜΟΣ ΑΚΟΥΡΣΟΥ,AKOURSOS ROAD,AKUR,38.07,24.96924,13.10076
5859394,https://www.bazaraki.com/adv/5859394_residential-land-1160-m2/?p=99,Residential Plot 1160 m²,€425.000,425000,"Nicosia, Aglantzia",1160,Κα4,Residential,366.38,35.15580973959407,33.3973217010498,7,secondary,2.7,flat,LEFKOSIA,"LEFKOSIA, AGLANTZIA",,,,,,Εβ4,ΖΩΝΗ ΕΜΠΟΡΙΚΩΝ ΚΑΙ ΑΛΛΩΝ ΚΕΝΤΡΙΚΩΝ ΛΕΙΤΟΥΡΓΕΙΩΝ,ΠΑΠΑΚΩΣΤΑΣ,PAPACOSTAS,PAPA,69.28,13.902849,55.377151
5350718,https://www.bazaraki.com/adv/5350718_residential-land-648-m2/?p=36,Residential Plot 648 m²,€360.000,360000,"Nicosia, Egkomi - Parissinos",648,,Residential,555.56,35.165457,33.336078,33,tertiary,1.8,flat,LEFKOSIA,"LEFKOSIA, EGKOMI",7,21,1011V01,1,342,Πα8α,ΠΕΡΙΟΧΕΣ ΠΥΡΗΝΩΝ ΚΑΙ ΣΥΝΕΧΟΥΣ ΔΟΜΗΣΗΣ,ΙΕΡΑΤΙΚΗ ΣΧΟΛΗ,SEMINARY,SEMI,78.1,25.825962,52.274038
6169108,https://www.bazaraki.com/adv/6169108_tourist-plot-20237-m2/?p=66,Tourist Plot 20237 m²,€253.000,253000,"Larnaca, Mazotos",20237,Z1,Tourist,12.5,34.803905,33.487198,0,tertiary,3.1,flat,LARNAKA,MAZOTOS,,,,,,Η1,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΚΟΦΙΝΟΥ,KOPHINOU,KOPH,46.26509,46.26509,0
6194705,https://www.bazaraki.com/adv/6194705_residential-plot-13360-m2/?p=98,Residential Plot 13360 m²,€3.300.000,3300000,"Limassol, Apesia",13360,H2,Residential,247.01,34.79047999210478,32.97859803543562,32,residential,2.2,flat,LEMESOS,APESIA,,,,,,Η2,ΚΑΤΟΙΚΙΑ,ΥΨΩΝΑΣ,YPSONAS,YPSO,15.442737,15.442737,0
4140152,https://www.bazaraki.com/adv/4140152_industrial-land-50837-m2/?p=93,Industrial land 50837 m²,€630.000,630000,"Limassol, Ypsonas",50837,,Industrial,12.39,34.689955953423464,32.96328584703186,22,residential,2.2,flat,LEMESOS,"KOURIO, YPSONAS",1216,53,55,0,1290,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΠΟΛΕΜΙΔΙΑ,POLEMIDHIA 132kV,POLE,47.82,25.654125,22.165875
6071791,https://www.bazaraki.com/adv/6071791_agricultural-land-23078-m2/?p=14,Agricultural Field 23078 m²,€28.000,28000,"Larnaca, Skarinou",23078,,Agricultural,1.21,34.810677,33.373398,,,31.9,steep,LARNAKA,"LEFKARA, SKARINOU",87,49,55,0,23721,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΚΟΦΙΝΟΥ,KOPHINOU,KOPH,46.26509,46.26509,0
6300338,https://www.bazaraki.com/adv/6300338_tourist-plot-1122-m2/?p=33,Tourist Plot 1122 m²,€600.000,600000,"Paphos, Agia Marina Chrysochous",1122,T3,Tourist,534.76,35.12047021066518,32.51712799072265,105,residential,1.8,flat,PAFOS,"POLI CHRYSOCHOUS, AGIA MARINA",48,26,14,0,3230,Η2,ΚΑΤΟΙΚΙΑ,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
6239553,https://www.bazaraki.com/adv/6239553_residential-plot-791-m2/?p=99,Residential Plot 791 m²,€1.000.000,1000000,"Limassol, Agios Athanasios",791,,Residential,1264.22,34.70642067505077,33.05898923299407,67,trunk_link,0.5,flat,LEMESOS,"AMATHOUNTA, AG. ATHANASIOS",123,0,2-205-341,1,2618,Βδ4,ΒΙΟΤΕΧΝΙΚΗ ΖΩΝΗ ΚΑΤ. Β,ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ,AYIOS ATHANASIOS,ATHN,49.79,17.281313,32.508687
6287376,https://www.bazaraki.com/adv/6287376_residential-field-7000-m2/?p=45,Residential Field 7000 m²,€1.600.000,1600000,"Limassol, Parekklisia",7000,,Residential,228.57,34.74879453286231,33.15747475069413,25,residential,4.4,flat,LEMESOS,PAREKKLISIA,1082,54,22,0,930,Η5,ΚΑΤΟΙΚΙΑ,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
5921328,https://www.bazaraki.com/adv/5921328_residential-land-528-m2/?p=8,Residential land 528 m²,€200.000  €230.000,200000,"Nicosia, Lakatameia - Agios Nikolaos",528,,Residential,378.79,35.11243735010764,33.30470183871192,17,residential,1.3,flat,LEFKOSIA,"LAKATAMEIA, LAKATAMEIA",,,,,,Κα5,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
5250707,https://www.bazaraki.com/adv/5250707_residential-land-539-m2/?p=5,Residential Plot 539 m²,€65.000,65000,"Paphos, Polemi",539,H2,Residential,120.59,34.88626331142211,32.50500543677015,18,residential,3.3,flat,PAFOS,POLEMI,802,45,14,0,423,Η2,ΚΑΤΟΙΚΙΑ,ΣΤΡΟΥΜΠΙ,STROUMBI,STRU,18.824508,18.824508,0
5484121,https://www.bazaraki.com/adv/5484121_residential-land-5631-m2/?p=36,Residential land 5631 m²,€1.200.000,1200000,"Larnaca, Oroklini",5631,,Residential,213.11,34.989797431434546,33.66547017694765,53,residential,0.4,flat,LARNAKA,"LARNAKA, VOROKLINI",25,0,2-260-373,3,4745,Ζ1,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,ΠΥΛΑ  ,PYLA-GIS 132kV,PYLA,43.35,38.44939,4.90061
5785509,https://www.bazaraki.com/adv/5785509_residential-land-2007-m2/?p=36,Residential land 2007 m²,€128.000,128000,"Nicosia, Palaiometocho",2007,H2,Residential,63.78,35.12235033878292,33.18309574609884,44,residential,3.6,flat,LEFKOSIA,PALAIOMETOCHO,,,,,,Η2,ΚΑΤΟΙΚΙΑ,ΚΟΚΚΙΝΟΤΡΙΜΙΘΙΑ,KOKKINOTRIMITHIA,KOKK,45.368034,45.368034,0
3671799,https://www.bazaraki.com/adv/3671799_land-for-sale/?p=5,Agricultural Plot 3525 m²,€300.000,300000,"Limassol, Palodeia",3525,,Agricultural,85.11,34.74977137521728,33.01373412716915,109,residential,18.6,steep,LEMESOS,PALODEIA,258,54,17,0,2707,Η6,ΚΑΤΟΙΚΙΑ,ΑΓΙΑ ΦΥΛΑ,AY.PHYLA,AYPH,66.32,22.600093,43.719907
6226277,https://www.bazaraki.com/adv/6226277_agricultural-field-8786-m2/?p=23,Agricultural Field 17573 m²,€300.000,300000,"Famagusta, Agia Thekla",17573,Γα2,Agricultural,17.07,34.9790229986,33.90529888070099,88,motorway,2.2,flat,AMMOCHOSTOS,"AGIA NAPA, SOTIRA",263,0,2-282-372,10,1421,Γα2,ΑΓΡΟΤΙΚΕΣ ΖΩΝΕΣ,ΣΩΤΗΡΑ,SOTIRA,SOTE,46.64,40.470905,6.169095
6098204,https://www.bazaraki.com/adv/6098204_residential-land-521-m2/?p=64,Residential land 521 m²,€550.000,550000,"Nicosia, Nicosia - Ag. Antonios",521,,Residential,1055.66,35.16892978120105,33.37123334392891,44,residential,4.0,flat,LEFKOSIA,"LEFKOSIA, LEFKOSIA",474,21,470403,24,8383,ΕΖ-α,ΖΩΝΗ ΕΜΠΟΡΙΚΗΣ ΑΝΑΠΤΥΞΗΣ (ΑΝΑΤΟΛΙΚΗ)-ΕΚΤΟΣ ΤΩΝ ΤΕΙΧΩΝ,ΕΠΑΡΧΙΑΚΟ ΓΡΑΦΕΙΟ,DISTRICT OFFICE 132kV,DOFF,84.78,4.73935,80.04065
5950834,https://www.bazaraki.com/adv/5950834_residential-land-385-m2/?p=76,Residential land 385 m²,€32.000,32000,"Nicosia, Kokkinotrimithia",385,,Residential,83.12,35.1499723,33.1887958,72,residential,2.2,flat,LEFKOSIA,KOKKINOTRIMITHIA,486,0,2-217-391,3,8542,Η2,ΚΑΤΟΙΚΙΑ,ΚΟΚΚΙΝΟΤΡΙΜΙΘΙΑ,KOKKINOTRIMITHIA,KOKK,45.368034,45.368034,0
4480475,https://www.bazaraki.com/adv/4480475_agricultural-land-5352-m2/?p=82,Agricultural Field 5352 m²,€20.000,20000,"Nicosia, Pano Pyrgos",5352,,Agricultural,3.74,35.154681142098,32.675867302674,332,tertiary,34.6,steep,LEFKOSIA,PANO PYRGOS,435,18,52,0,5399,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
5944174,https://www.bazaraki.com/adv/5944174_residential-land-8188-m2/?p=104,Residential Plot 8188 m²,€600.000,600000,"Paphos, Argaka",8188,,Residential,73.28,35.0656694,32.4890747,11,tertiary,11.2,moderate,PAFOS,"POLI CHRYSOCHOUS, ARGAKA",628,26,37,0,9480,Η2,ΚΑΤΟΙΚΙΑ,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
5794258,https://www.bazaraki.com/adv/5794258_residential-land-2007-m2/?p=90,Residential Plot 2007 m²,€80.000,80000,"Nicosia, Meniko",2007,H2,Residential,39.86,35.11022911555941,33.15228176292084,27,secondary,2.7,flat,LEFKOSIA,MENIKO,179,0,2-213-386,3,2277,Η2,ΚΑΤΟΙΚΙΑ,ΟΡΟΥΝΤΑ,OROUNDA,OROU,64,53.119112,0
5720292,https://www.bazaraki.com/adv/5720292_residential-land-6021-m2/?p=83,Residential land 6021 m²,€390.000,390000,"Limassol, Monagroulli",6021,,Residential,64.77,34.74417031769922,33.2182860476498,44,residential,5.4,moderate,LEMESOS,MONAGROULLI,,,,,,Ζ1,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6265841,https://www.bazaraki.com/adv/6265841_residential-field-2007-m2/?p=66,Residential Field 2007 m²,€120.000,120000,"Limassol, Moniatis",2007,H5,Residential,59.79,34.87245845774156,32.90621889634927,32,residential,38.2,steep,LEMESOS,MONIATIS,159,47,21W1,2,690,Η5α,ΚΑΤΟΙΚΙΑ,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
5879835,https://www.bazaraki.com/adv/5879835_residential-land-6689-m2/?p=37,Residential land 6689 m²,€1.200.000,1200000,"Limassol, Parekklisia",6689,H5,Residential,179.4,34.74224628242791,33.15101926945559,84,residential,0.0,flat,LEMESOS,PAREKKLISIA,209,54,30,0,9176,Η5,ΚΑΤΟΙΚΙΑ,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
5908007,https://www.bazaraki.com/adv/5908007_agricultural-land-123487-m2/?p=52,Agricultural Field 123487 m²,€145.000,145000,"Limassol, Souni",123487,,Agricultural,1.17,34.736180474939,32.90801731664,,,17.0,steep,LEMESOS,SOUNI-ZANAKIA,403,0,2-191-345,2,123487,Ζ3-ΠΤ,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ-ΠΡΟΣΤΑΤΕΥΟΜΕΝΟ ΤΟΠΙΟ,ΕΠΙΣΚΟΠΗ,EPISKOPI,EPSK,18.35,13.845218,4.504782
5951661,https://www.bazaraki.com/adv/5951661_residential-land-3011-m2/?p=75,Residential land 3011 m²,€57.000,57000,"Nicosia, Pera",3011,,Residential,18.93,35.0393806,33.2617456,74,residential,2.7,flat,LEFKOSIA,PERA,1118,30,50,0,3026,Η3,ΚΑΤΟΙΚΙΑ,ΕΡΓΑΤΕΣ,ERGATES,ERGA,56.099481,56.099481,0
5921306,https://www.bazaraki.com/adv/5921306_residential-land-924-m2/?p=49,Residential land 924 m²,€542.800,542800,"Limassol, Agios Tychon",924,,Residential,587.45,34.7254695,33.1409761,23,tertiary,8.1,moderate,LEMESOS,AGIOS TYCHON,111,0,1-2125-3435,1,273,Η2,ΚΑΤΟΙΚΙΑ,ΑΜΑΘΟΥΣ,AMATHUS,AMAT,45.57,5.194365,40.375635
4319894,https://www.bazaraki.com/adv/4319894_residential-land-23000-m2/?p=94,Residential Plot 23000 m²,€1.350.000  €1.500.000,1350000,"Paphos, Polis Chrysochous",23000,,Residential,58.7,35.03114368562361,32.4298157670755,96,residential,8.8,moderate,PAFOS,"POLI CHRYSOCHOUS, POLI CHRYSOCHOUS",484,26,59,0,19271,Δα2,ΖΩΝΕΣ ΠΡΟΣΤΑΣΙΑΣ,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
4791408,https://www.bazaraki.com/adv/4791408_share-residential-land-555-m2/?p=16,Residential Plot 555 m²,€500.000,500000,"Nicosia, Aglantzia",555,KA4,Residential,900.9,35.15269986291406,33.38788099586964,6,residential,9.3,moderate,LEFKOSIA,"LEFKOSIA, AGLANTZIA",,,,,,Κα4,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΔΑΣΟΥΠΟΛΙΣ,DHASOUPOLIS,DHAS,90.39,22.621357,67.768643
5644364,https://www.bazaraki.com/adv/5644364_residential-land-9040-m2/?p=106,Residential land 9040 m²,€950.000,950000,"Limassol, Parekklisia",9040,H6,Residential,105.09,34.75719972238686,33.15920400208483,63,primary,6.6,moderate,LEMESOS,PAREKKLISIA,604,54,22,0,4363,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
4140117,https://www.bazaraki.com/adv/4140117_tourist-land-9768-m2/?p=93,Tourist land 9768 m²,€810.000,810000,"Limassol, Pissouri",9768,,Tourist,82.92,34.6625870854802,32.6730619939291,,,23.8,steep,LEMESOS,PISSOURI,118,57,04,0,15891,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΠΙΣΣΟΥΡΙ,PISSOURI,PISS,23.193115,23.193115,0
6284375,https://www.bazaraki.com/adv/6284375_residential-field-4821-m2/?p=50,Residential Field 4821 m²,€750.000,750000,"Paphos, Polis Chrysochous",4821,,Residential,155.57,35.03790222463212,32.43386414894081,18,secondary,1.6,flat,PAFOS,"POLI CHRYSOCHOUS, POLI CHRYSOCHOUS",692,26,51,0,1429,Κα6,ΠΕΡΙΟΧΗ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
6328175,https://www.bazaraki.com/adv/6328175_residential-field-2416-m2/?p=5,Residential Field 2416 m²,€265.000,265000,"Limassol, Vasa Koilaniou",2416,H3,Residential,109.69,34.83310928629873,32.7919578552246,4,tertiary,9.0,moderate,LEMESOS,VASA KOILANIOU,450,47,5325V01,1,163,Η1,ΚΑΤΟΙΚΙΑ,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
5166835,https://www.bazaraki.com/adv/5166835_residential-land-9388-m2/?p=53,Residential land 9388 m²,€1.500.000,1500000,"Paphos, Empa",9388,,Residential,159.78,34.801920992954265,32.42849228498899,30,tertiary,3.3,flat,PAFOS,EMBA,373,45,51,0,6938,Εβ,ΕΜΠΟΡΙΚΕΣ ΚΑΙ ΑΛΛΕΣ ΔΡΑΣΤ. ΕΚΤΟΣ Α.Ε.Κ,ΝΕΑ ΠΑΦΟΣ,NEW PAPHOS,NPAF,86.01,26.161838,59.848162
4652970,https://www.bazaraki.com/adv/4652970_tourist-land-6927-m2/?p=10,Tourist Plot 6972 m²,€950.000  €1.450.000,950000,"Famagusta, Sotira",6972,,Tourist,136.26,34.978322,33.917006,57,secondary,1.8,flat,AMMOCHOSTOS,"AGIA NAPA, SOTIRA",183,0,2-283-372,11,6972,Τ2β,ΤΟΥΡΙΣΤΙΚΕΣ ΖΩΝΕΣ,ΣΩΤΗΡΑ,SOTIRA,SOTE,46.64,40.470905,6.169095
5806511,https://www.bazaraki.com/adv/5806511_residential-land-3726-m2/?p=100,Residential Plot 3726 m²,€240.000,240000,"Larnaca, Kalo Chorio",3726,H2,Residential,64.41,34.92521413779521,33.53937287245202,5,residential,4.9,flat,LARNAKA,KALO CHORIO LARNAKAS,443,40,53,0,3503,Η2,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,Ε.Β.ΖΩΝΗ,FREE INDUSTRIAL ZONE,FIZ,58.81713,58.81713,0
5561908,https://www.bazaraki.com/adv/5561908_residential-land-710-m2/?p=18,Residential Field 710 m²,€36.000  €45.000,36000,"Limassol, Agios Konstantinos",710,,Residential,50.7,34.86041051200155,33.06817039509838,,,19.2,steep,LEMESOS,AGIOS KONSTANTINOS,257,48,27,0,605668,Ζ1,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
5869524,https://www.bazaraki.com/adv/5869524_residential-land-500-m2/?p=25,Residential Plot 500 m²,€720.000,720000,"Limassol, Limassol - Kapsalos",500,,Residential,1440.0,34.69530782,33.0359673,18,residential,2.7,flat,LEMESOS,"LEMESOS, LEMESOS",,,,,,Κα4,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΓΙΑ ΦΥΛΑ,AY.PHYLA,AYPH,66.32,22.600093,43.719907
6221310,https://www.bazaraki.com/adv/6221310_residential-plot-2113-m2/?p=18,Residential Plot 2113 m²,€395.000,395000,"Nicosia, Tseri",2113,Ka6,Residential,186.94,35.0877267361791,33.32853326012957,42,primary,1.3,flat,LEFKOSIA,"LAKATAMEIA, TSERI",1011,30,29W1,2,698,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6029385,https://www.bazaraki.com/adv/6029385_commercial-land-781-m2/?p=5,Commercial land 781 m²,€995.000,995000,"Nicosia, Egkomi",781,,Commercial,1274.01,35.16799047153781,33.34650173106423,27,secondary,1.7,flat,LEFKOSIA,"LEFKOSIA, LEFKOSIA",367,21,460403,4,11733,Κα4,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΙΕΡΑΤΙΚΗ ΣΧΟΛΗ,SEMINARY,SEMI,78.1,25.825962,52.274038
6298319,https://www.bazaraki.com/adv/6298319_agricultural-field-5000-m2/,Agricultural Field 5000 m²,€350.000,350000,"Nicosia, Dali - Panag Evangelistria",5000,,Agricultural,70.0,35.02484341059014,33.42008782265839,23,residential,3.1,flat,LEFKOSIA,"NOTIA L/SIA - IDALION, IDALION",776,30,64E2,7,295,Εβ6,ΖΩΝΗ ΕΜΠΟΡΙΚΩΝ ΚΑΙ ΑΛΛΩΝ ΚΕΝΤΡΙΚΩΝ ΛΕΙΤΟΥΡΓΕΙΩΝ,ΑΛΑΜΠΡΑ,ALAMBRA,ALAM,52.664205,52.664205,0
5975677,https://www.bazaraki.com/adv/5975677_residential-land-547-m2/?p=22,Residential Plot 547 m²,€140.000,140000,"Nicosia, Pano Deftera",547,,Residential,255.94,35.0838692,33.2991829,57,residential,2.7,flat,LEFKOSIA,KATO DEFTERA,420,30,28W2,4,3370,Η3,ΚΑΤΟΙΚΙΑ,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6278604,https://www.bazaraki.com/adv/6278604_commercial-plot-300-m2/?p=55,Commercial Plot 300 m²,€220.000,220000,"Nicosia, Agios Dometios - Agios Pavlos",300,Εβ4,Commercial,733.33,35.17792103441775,33.33388900828066,7,secondary,1.8,flat,LEFKOSIA,"LEFKOSIA, AGIOS DOMETIOS",,,,,,Εβ4,ΖΩΝΗ ΕΜΠΟΡΙΚΩΝ ΚΑΙ ΑΛΛΩΝ ΚΕΝΤΡΙΚΩΝ ΛΕΙΤΟΥΡΓΕΙΩΝ,ΠΡΕΝΤΖΑΣ,PRENTZAS,RENO,83.99,5.652497,78.337503
6051166,https://www.bazaraki.com/adv/6051166_residential-land-530-m2/?p=66,Residential land 530 m²,€95.000,95000,"Larnaca, Perivolia Larnakas",530,,Residential,179.25,34.8242982002628,33.5809101619739,81,residential,0.4,flat,LARNAKA,"DROMOLAXIA - MENEOU, PERIVOLIA",5,0,2-253-355,6,17401,Η3,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΔΙΕΘΝΗΣ ΑΕΡΟΛΙΜΕΝΑΣ,INTERNATIONAL AIRPORT (GIS),AIRP,85.6,40.789514,44.810486
6010428,https://www.bazaraki.com/adv/6010428_residential-land-4864-m2/?p=52,Residential land 4864 m²,€500.000,500000,"Limassol, Mathikoloni",4864,H2,Residential,102.8,34.7759302359165,33.04561940873481,14,residential,34.6,steep,LEMESOS,"AMATHOUNTA, MATHIKOLONI",15,0,2-204-349,2,7190,Η2,ΚΑΤΟΙΚΙΑ,ΑΓΙΑ ΦΥΛΑ,AY.PHYLA,AYPH,66.32,22.600093,43.719907
